buying,maint,doors,persons,lug_boot,safety,class
1,3,0,2,2,1,unacc
1,2,2,2,1,0,vgood
0,3,1,1,2,1,unacc
3,1,3,0,2,1,unacc
0,3,1,0,1,0,unacc
3,3,0,0,2,1,unacc
3,3,3,2,0,1,unacc
0,0,3,1,1,2,acc
0,0,3,2,1,0,acc
3,0,0,1,0,0,unacc
1,2,1,2,0,1,unacc
3,2,1,1,1,2,unacc
0,1,3,2,1,0,acc
1,0,0,1,0,2,acc
3,3,0,1,1,1,unacc
0,0,0,1,2,0,acc
0,1,1,0,1,0,unacc
3,2,1,2,2,1,unacc
0,3,2,1,0,1,unacc
0,2,3,1,2,2,unacc
1,2,2,0,2,0,unacc
2,0,1,0,2,2,unacc
3,0,3,0,0,0,unacc
3,2,0,2,0,1,unacc
3,0,2,0,1,2,unacc
0,2,3,1,1,1,unacc
3,3,1,0,1,0,unacc
3,0,2,1,0,0,unacc
3,1,0,1,0,1,unacc
1,0,2,0,1,1,unacc
1,3,0,2,2,0,unacc
2,1,3,0,2,0,unacc
3,2,3,1,1,0,acc
1,2,1,1,1,2,acc
2,1,0,1,0,1,unacc
2,0,0,1,0,1,unacc
1,2,0,1,1,0,good
2,1,0,2,2,1,unacc
0,1,2,2,2,2,unacc
0,1,0,1,2,2,unacc
2,0,3,0,0,0,unacc
2,3,0,2,2,0,unacc
3,2,3,2,2,1,unacc
3,3,3,2,2,1,unacc
1,0,3,1,0,1,unacc
3,1,1,2,0,1,unacc
0,1,1,1,1,1,unacc
1,2,1,1,0,2,good
0,1,0,1,0,0,acc
3,1,3,2,0,2,acc
1,1,1,2,2,0,good
0,3,3,2,1,1,unacc
3,0,2,0,2,1,unacc
3,0,0,0,0,2,unacc
1,0,0,2,0,0,vgood
1,1,0,1,0,0,vgood
3,0,2,2,2,2,unacc
0,2,1,0,2,2,unacc
3,3,1,0,2,2,unacc
2,2,1,0,0,1,unacc
1,0,1,1,1,2,acc
1,0,1,0,1,0,unacc
0,3,0,2,1,2,unacc
3,2,1,0,2,2,unacc
2,3,1,2,1,0,acc
2,1,3,2,2,0,good
3,1,2,0,1,0,unacc
2,0,3,2,0,1,unacc
2,3,0,2,2,2,unacc
2,3,1,2,2,1,unacc
1,0,1,1,2,2,acc
0,2,3,0,2,1,unacc
2,3,2,1,2,1,unacc
1,3,2,2,0,1,unacc
0,1,3,1,1,0,acc
3,0,2,1,1,1,unacc
2,2,1,1,1,2,acc
3,0,2,0,2,0,unacc
3,3,3,2,1,0,unacc
2,3,0,1,1,2,unacc
3,1,1,2,2,0,acc
0,1,2,2,2,0,acc
1,2,0,1,2,0,good
0,2,1,2,2,0,acc
3,3,2,2,2,0,unacc
0,1,2,0,2,0,unacc
1,0,0,1,1,2,acc
2,2,2,2,2,2,acc
2,1,1,0,2,2,unacc
3,0,2,0,1,0,unacc
3,3,1,1,2,0,unacc
3,2,2,0,2,0,unacc
2,2,1,0,0,2,unacc
0,0,1,1,1,1,unacc
3,3,3,2,2,2,unacc
0,2,2,0,0,2,unacc
2,0,3,0,1,2,unacc
2,1,1,0,0,0,unacc
1,0,0,2,0,2,acc
0,0,1,1,0,0,acc
0,3,3,2,2,2,unacc
1,3,1,2,2,1,unacc
2,2,1,2,1,0,vgood
1,2,1,2,1,1,unacc
3,2,3,2,1,2,acc
0,1,3,0,2,0,unacc
0,3,0,0,1,0,unacc
0,3,2,0,1,0,unacc
0,2,0,0,1,0,unacc
1,2,2,1,0,1,unacc
2,3,3,2,1,1,unacc
1,2,2,1,2,2,acc
1,3,3,0,1,0,unacc
0,0,0,2,2,0,unacc
0,3,1,2,1,2,unacc
2,3,3,2,2,0,acc
3,1,2,1,1,1,unacc
0,2,2,0,0,0,unacc
2,2,0,0,0,0,unacc
2,1,2,0,0,1,unacc
0,0,1,1,2,2,unacc
1,1,2,0,2,0,unacc
2,1,2,0,0,2,unacc
1,2,3,0,1,0,unacc
3,3,0,2,0,0,unacc
3,2,1,0,0,1,unacc
0,3,3,1,1,2,unacc
0,3,1,1,0,0,unacc
1,0,3,1,0,2,acc
0,1,3,0,0,1,unacc
2,3,2,0,0,0,unacc
3,0,1,0,1,1,unacc
3,0,0,0,0,0,unacc
2,2,1,2,2,1,unacc
0,3,3,0,2,1,unacc
3,1,0,0,2,1,unacc
1,2,3,0,0,1,unacc
0,0,2,1,2,0,acc
3,1,0,2,1,2,unacc
2,1,0,2,0,2,good
3,1,2,1,1,2,acc
3,2,0,1,2,1,unacc
3,2,3,2,2,0,acc
2,3,1,2,2,2,unacc
1,0,3,2,2,0,acc
1,2,1,2,0,2,good
3,1,2,0,0,0,unacc
2,1,1,1,2,2,acc
1,0,2,1,1,2,acc
0,2,1,1,2,0,acc
2,1,2,0,2,1,unacc
1,2,0,1,0,2,good
3,3,1,2,2,2,unacc
3,1,2,0,0,1,unacc
2,2,2,1,2,1,unacc
1,3,2,1,0,2,acc
0,0,1,1,2,1,unacc
2,3,2,1,0,1,unacc
1,1,0,0,0,0,unacc
3,2,2,1,0,1,unacc
2,3,0,1,2,2,unacc
0,3,1,1,1,2,unacc
2,1,2,1,2,2,acc
0,3,3,0,1,1,unacc
2,3,1,0,1,1,unacc
0,0,2,1,2,1,unacc
0,2,2,2,0,1,unacc
1,2,2,0,1,1,unacc
2,3,1,2,0,0,acc
1,1,3,1,2,2,acc
0,3,1,0,2,0,unacc
3,1,0,1,0,2,acc
2,0,1,0,0,2,unacc
2,3,2,2,1,2,acc
2,2,1,0,1,1,unacc
2,1,2,2,0,2,good
3,3,0,0,0,1,unacc
1,1,1,2,0,2,good
0,3,3,0,0,2,unacc
1,1,1,0,2,2,unacc
3,3,0,2,1,1,unacc
2,3,1,2,1,2,acc
3,1,2,2,1,1,unacc
3,2,2,0,1,2,unacc
2,2,0,0,0,1,unacc
1,3,3,1,1,0,acc
1,0,0,2,2,0,unacc
1,0,0,2,1,0,acc
2,3,0,0,0,1,unacc
2,2,3,0,2,2,unacc
2,0,1,0,1,2,unacc
3,1,2,2,2,0,acc
2,0,3,1,1,1,unacc
0,1,0,0,2,1,unacc
1,0,1,0,2,1,unacc
3,2,2,0,0,0,unacc
2,0,3,0,2,1,unacc
2,2,3,1,1,1,unacc
3,3,3,1,2,1,unacc
3,1,3,0,0,2,unacc
3,0,3,2,0,1,unacc
2,3,0,1,0,0,acc
2,0,0,2,2,0,unacc
3,3,1,2,1,0,unacc
2,0,3,1,1,0,acc
1,0,3,0,1,2,unacc
3,0,3,0,1,2,unacc
1,1,3,1,2,1,unacc
0,2,2,1,0,2,acc
1,2,2,1,0,2,good
3,3,0,0,1,1,unacc
1,2,0,2,2,1,unacc
1,1,1,1,0,1,unacc
2,2,0,0,1,0,unacc
2,2,1,1,0,1,unacc
3,0,3,1,2,2,unacc
0,1,3,1,0,0,acc
3,1,3,0,2,2,unacc
0,2,2,2,2,1,unacc
1,2,1,1,0,0,vgood
1,1,2,0,0,2,unacc
0,1,1,0,1,1,unacc
2,1,1,2,2,2,acc
3,2,1,1,2,2,unacc
0,3,2,1,1,0,unacc
2,2,1,2,2,2,acc
0,1,0,2,2,0,unacc
0,2,3,1,2,1,unacc
1,0,2,2,1,2,acc
0,1,1,0,0,2,unacc
2,2,3,1,0,0,vgood
3,1,2,0,2,2,unacc
2,1,2,0,1,2,unacc
2,0,3,1,1,2,acc
1,1,2,2,1,1,unacc
0,0,2,2,1,1,unacc
0,1,1,1,2,0,acc
3,0,2,0,0,2,unacc
0,2,1,1,0,2,acc
3,3,2,2,2,1,unacc
0,1,3,2,0,1,unacc
1,2,1,1,1,1,unacc
3,3,0,2,2,0,unacc
1,1,3,0,0,2,unacc
2,2,1,1,1,1,unacc
3,1,0,0,1,0,unacc
0,3,3,1,2,2,unacc
2,1,0,1,2,2,acc
3,3,3,2,1,1,unacc
0,2,1,2,1,0,acc
3,0,1,1,0,2,unacc
0,1,0,0,2,0,unacc
3,0,0,1,2,2,unacc
2,2,3,1,0,1,unacc
0,3,0,1,2,2,unacc
1,3,2,0,0,0,unacc
3,2,0,0,1,0,unacc
2,0,3,2,0,0,acc
0,1,0,0,1,0,unacc
3,0,1,1,2,0,unacc
2,1,1,2,1,1,unacc
1,1,1,0,0,0,unacc
2,2,3,2,1,0,vgood
3,0,0,2,2,0,unacc
3,1,0,1,0,0,acc
0,0,1,0,2,0,unacc
2,3,2,1,1,2,acc
0,3,3,0,0,1,unacc
2,3,0,2,0,2,acc
2,2,2,1,1,1,unacc
2,3,2,2,0,1,unacc
1,1,3,2,2,0,good
0,0,2,1,0,2,acc
2,3,2,2,1,0,acc
0,3,1,0,2,1,unacc
2,2,1,2,1,2,acc
1,3,3,1,2,0,acc
2,3,3,0,0,0,unacc
0,1,0,2,1,2,unacc
0,0,1,2,1,2,acc
3,1,0,2,2,0,unacc
3,1,0,2,0,0,acc
1,2,0,1,0,0,vgood
2,1,2,2,2,2,acc
1,1,0,2,1,0,good
1,2,2,2,1,1,unacc
0,3,0,1,0,1,unacc
1,2,3,2,0,0,vgood
0,3,2,0,0,2,unacc
2,3,2,2,2,2,unacc
2,3,0,2,1,2,unacc
1,3,1,0,1,1,unacc
0,1,1,0,0,0,unacc
3,0,0,0,2,2,unacc
1,3,3,2,0,2,acc
0,1,0,2,2,2,unacc
2,1,0,0,1,1,unacc
2,1,3,0,1,2,unacc
2,2,2,0,2,1,unacc
3,0,2,1,2,0,unacc
0,0,1,2,0,0,acc
3,3,3,1,1,1,unacc
2,2,0,0,2,0,unacc
0,2,2,1,0,0,acc
1,2,2,2,0,0,vgood
3,2,1,1,0,2,acc
2,0,3,1,2,0,acc
0,1,0,1,1,2,unacc
0,1,2,1,0,2,acc
1,2,3,0,0,0,unacc
1,0,0,1,2,2,acc
2,2,3,1,2,2,acc
0,1,1,0,1,2,unacc
0,3,2,0,2,2,unacc
1,3,3,1,0,1,unacc
2,1,3,2,1,1,unacc
3,2,3,1,1,1,unacc
2,3,1,0,1,0,unacc
2,3,0,0,0,2,unacc
1,2,0,0,1,2,unacc
0,3,2,1,2,2,unacc
2,2,1,1,0,0,vgood
2,2,1,0,2,1,unacc
1,1,1,0,1,0,unacc
1,2,3,2,1,2,good
2,3,3,0,2,0,unacc
3,1,1,1,0,1,unacc
2,2,2,0,0,2,unacc
2,2,0,2,1,2,acc
2,3,1,0,2,0,unacc
0,1,3,0,1,2,unacc
1,2,3,1,1,0,vgood
1,3,3,0,1,2,unacc
1,1,0,1,2,1,unacc
2,1,2,2,2,1,unacc
2,0,0,1,2,2,unacc
1,2,1,2,2,1,unacc
1,0,1,2,1,2,acc
1,2,3,0,1,1,unacc
2,3,3,2,2,2,unacc
1,0,3,1,2,2,acc
3,2,2,2,0,0,acc
1,1,2,1,1,0,vgood
1,1,0,1,0,1,unacc
1,1,3,0,1,0,unacc
3,0,2,1,2,2,unacc
